property,propertyLabel,propertyDescription,domains,ranges
http://www.wikidata.org/entity/P1656,unveiled by,"person who unveils a statue, sculpture, memorial or plaque, etc.","memorial, sculpture, architectural structure","human, fictional character"
http://www.wikidata.org/entity/P1716,brand,commercial brand associated with the item,"product line, music release type, model series, type of manufactured good, album series, service, facility, video game series, fictional company, retail chain, product, commercial building, brand, hotel, record label","human, brand, trademark, fictional brand, enterprise"
http://www.wikidata.org/entity/P1414,GUI toolkit or framework,framework or toolkit a program uses to display the graphical user interface,"fictional software, software version, software bug, software","user interface, widget toolkit"
http://www.wikidata.org/entity/P674,characters,"characters which appear in this item (like plays, operas, operettas, books, comics, films, TV series, video games)","folktale type, group of works, fictional creative work, artistic theme, scene, level, act, work","fictional character, person, domesticated animal, puppet, player character, fictional object, group of humans, mythical character, legendary figure, group of fictional characters, group of mythical characters, folklore character, human whose existence is disputed, fictional species, character race"
http://www.wikidata.org/entity/P612,mother house,principal house or community for a religious institute,monastery,"monastery, abbey, benedictine abbey, female monastery, benedictine nunnery"
http://www.wikidata.org/entity/P611,religious order,order of monks or nuns to which an individual or religious house belongs,"group of humans, fictional human, monastic rule, priory, Catholic church building, Catholic school, convent, geographical feature, Catholic university, abbey, organization, school, church building, human","school of Buddhism, institute of consecrated life, Catholic order, religious order, society of apostolic life, Catholic religious institute, hospitaller order"
http://www.wikidata.org/entity/P609,terminus location,location of the terminus of a linear feature,"road section in a geographic region, ferry route, piping, road, thoroughfare, canal","administrative division, human settlement, structure"
http://www.wikidata.org/entity/P4792,dam,construction impounding this watercourse or creating this reservoir,"watercourse, reservoir","dam, levee"
http://www.wikidata.org/entity/P1419,shape,shape of an object,,object form
http://www.wikidata.org/entity/P1435,heritage designation,heritage designation of a cultural or natural site,,"cultural heritage, natural heritage"
http://www.wikidata.org/entity/P289,vessel class,series of vessels or other watercraft built to the same design of which this vessel is a member,"commission, vessel, fictional ship, fictional spacecraft, watercraft, locomotive","ship class, submarine class, fictional spacecraft class, vessel class"
http://www.wikidata.org/entity/P548,version type,"type of version (qualifier for P348, software version), e.g. alpha, beta, stable",,"software version type, amendment and abolition of laws and regulations, type of legislation"
http://www.wikidata.org/entity/P1557,manifestation of,inherent and characteristic embodiment of a given concept,,"principle, fundamental interaction, interaction, entity, quality, series, group, state, abstract entity"
http://www.wikidata.org/entity/P629,edition or translation of,is an edition or translation of this entity,"Wikibook page, dubbing of television series episode, CD album, translated song, translated work, lyrical text translated using paraphrasing, revoiced work, version, edition or translation, arrangement, work, board game, license",work
http://www.wikidata.org/entity/P552,handedness,handedness of the person,"person, fictional character",laterality
http://www.wikidata.org/entity/P608,exhibition history,exhibitions where the item is or was displayed,"physical substance, item of collection or exhibition, work, archaeological artifact, physical object","exhibition, arts festival edition"
http://www.wikidata.org/entity/P636,route of administration,"path by which a drug, fluid, poison, or other substance is taken into the body","type of chemical entity, pharmaceutical product, medication",route of administration
http://www.wikidata.org/entity/P1424,topic's main template,the main template relating to a topic,,Wikimedia template
http://www.wikidata.org/entity/P1040,film editor,"person who works with the raw footage, selecting shots and combining them into sequences to create a finished motion picture","YouTube video, single-channel video, television series episode, video artwork, video album, animated series, interview, web series, film series, television program, film","human, musical group, sibling duo, artist collective, twins, duo"
http://www.wikidata.org/entity/P2389,organization directed by the office or position,organization which is directed by this office,"fictional office, position, or title, position","catholic ecclesiastical district, fictional organization, organization, public service, ecclesiastical district"
http://www.wikidata.org/entity/P4958,classification of the best at metas volantes,secondary classification for bicycle race statistics used in hispanic language countries,cycling race,human
http://www.wikidata.org/entity/P50,author,"main creator(s) of a written work (use on works, not humans); use P2093 (author name string) when Wikidata item is unknown or does not exist","group of works, sketch, version, edition or translation, saying, collection, fictional creative work, message, book series, work, book","human, artificial intelligence, pseudonym, organization, person, fictional character, group of humans, agent, hypothetical person, artificially intelligent entity"
http://www.wikidata.org/entity/P61,discoverer or inventor,"subject who discovered, first described, invented, or developed this discovery or invention or scientific hypothesis or theory",,"human, software, organization, fictional character, astronomical survey, measurement tool, facility, group of fictional characters, robotic spacecraft, archaeological find, fictional entity, group of humans, exploration, fictional robot, invention"
